STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,21-04-1995,0,"D,,S",86,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,22-04-1995,0,"D,,S",87,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,23-04-1995,0,"D,,S",88,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,24-04-1995,0,"D,,S",87,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,25-04-1995,0,"D,,S",89,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,26-04-1995,0,"D,,S",87,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,27-04-1995,0,"D,,S",87,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,28-04-1995,0,"D,,S",87,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,29-04-1995,0,"D,,S",88,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,30-04-1995,0,"D,,S",88,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,01-05-1995,0,"D,,S",88,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,02-05-1995,0,"D,,S",89,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,03-05-1995,0,"D,,S",88,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,04-05-1995,,,88,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,05-05-1995,0.01,",,S",82,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,06-05-1995,0.96,",,S",78,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,07-05-1995,5.83,",,S",78,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,08-05-1995,2.11,",,S",78,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,09-05-1995,0.05,",,S",85,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,10-05-1995,0,",,S",85,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,11-05-1995,0.51,",,S",90,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,12-05-1995,0,",,S",90,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,13-05-1995,0,"D,,S",88,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,14-05-1995,0,"D,,S",89,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,15-05-1995,0,",,S",87,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,16-05-1995,0,"D,,S",89,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,17-05-1995,0,"D,,S",90,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,18-05-1995,0,"D,,S",89,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,19-05-1995,,,87,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,20-05-1995,0.43,",,S",83,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,21-05-1995,0,",,S",87,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,22-05-1995,0,"D,,S",87,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,23-05-1995,0,"D,,S",89,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,24-05-1995,0,"D,,S",87,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,25-05-1995,0,"D,,S",85,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,26-05-1995,0,"D,,S",87,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,27-05-1995,0,"D,,S",86,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,28-05-1995,0,"D,,S",87,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,29-05-1995,0,"D,,S",89,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,30-05-1995,0,"D,,S",90,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,31-05-1995,0,"D,,S",91,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,01-06-1995,0,"D,,S",90,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,02-06-1995,0,"D,,S",91,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,03-06-1995,0,"D,,S",91,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,04-06-1995,0,"D,,S",92,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,05-06-1995,0,"D,,S",92,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,06-06-1995,0,"D,,S",93,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,07-06-1995,0,"D,,S",94,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,08-06-1995,0,"D,,S",92,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,09-06-1995,0,"D,,S",93,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,10-06-1995,0,"D,,S",94,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,11-06-1995,,,90,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,12-06-1995,0,",,S",90,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,13-06-1995,0,"D,,S",88,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,14-06-1995,,,89,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,15-06-1995,0,"D,,S",89,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,16-06-1995,,,87,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,17-06-1995,0,"D,,S",88,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,18-06-1995,0,"D,,S",90,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,19-06-1995,0,"D,,S",90,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,20-06-1995,0,",,S",91,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,21-06-1995,,,87,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,23-06-1995,,,84,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,24-06-1995,0.02,",,S",86,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,25-06-1995,0.12,",,S",85,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,26-06-1995,0,",,S",87,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,27-06-1995,0,",,S",87,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,28-06-1995,0,"D,,S",85,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,29-06-1995,0,"D,,S",87,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,30-06-1995,0,"D,,S",89,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,01-07-1995,,,89,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,02-07-1995,0,",,S",90,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,03-07-1995,0,"D,,S",90,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,04-07-1995,0,"D,,S",90,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,05-07-1995,0,"D,,S",90,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,06-07-1995,0,"D,,S",88,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,07-07-1995,,,88,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,08-07-1995,0,",,S",88,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,09-07-1995,,,87,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,10-07-1995,1.24,",,S",81,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,11-07-1995,0.06,",,S",84,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,12-07-1995,0,",,S",85,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,13-07-1995,0,"D,,S",86,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,14-07-1995,,,84,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,15-07-1995,3.22,",,S",84,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,16-07-1995,0,",,S",85,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,17-07-1995,0.19,",,S",86,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,18-07-1995,0,",,S",84,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,19-07-1995,0,",,S",84,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,20-07-1995,0,"D,,S",85,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,21-07-1995,0,"D,,S",86,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,22-07-1995,0,"D,,S",86,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,23-07-1995,,,85,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,24-07-1995,0.46,",,S",85,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,25-07-1995,0.13,",,S",81,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,26-07-1995,0,",,S",85,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,27-07-1995,0.07,",,S",82,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,28-07-1995,0.25,",,S",83,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,29-07-1995,0.01,",,S",83,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,30-07-1995,0,",,S",86,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,31-07-1995,,,85,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,01-08-1995,0,"D,,S",87,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,02-08-1995,0,"D,,S",87,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,03-08-1995,0,"D,,S",87,"H,,S"
IN020040900,"MADRAS MINAMBAKKAM, IN",13,80.183,16,04-08-1995,0,",,S",86,"H,,S"
